voter_id,name,age,gender,race,income,location,party,abortion_view,gun_control_view,immigration_view,voted_2016,voted_2018,voted_2020,voted_2022,voted_2024
9467799,Sarah Jones,41,Female,White,Middle,Urban,Democrat,2.2,3.0,1.8,Yes,Yes,Yes,No,Yes
72985738,John Jones,39,Male,White,Low,Suburban,Republican,-2.4,-2.7,-2.1,No,No,No,No,No
58514229,Huang Ying,83,Female,Asian,High,Urban,Democrat,3.0,1.1,1.5,No,Yes,Yes,Yes,No
6868863,Patricia Garcia,79,Female,White,Middle,Rural,Republican,-1.5,-2.0,-1.6,Yes,No,Yes,No,Yes
62512188,Joseph Smith,38,Male,White,Middle,Urban,Republican,-3.0,-3.0,-2.2,Yes,Yes,Yes,Yes,Yes
90435960,Joseph Rodriguez,27,Male,White,High,Urban,Republican,-2.0,-2.9,-2.6,No,No,Yes,Yes,Yes
14059336,Darius Jackson,24,Male,Black,Middle,Urban,Democrat,1.7,2.2,2.4,NA,NA,Yes,No,Yes
59329607,Meera Das,57,Female,Asian,Low,Urban,Democrat,2.5,1.9,2.0,Yes,Yes,No,No,Yes
88380287,Francisco Martinez,42,Male,Hispanic,Low,Urban,Democrat,1.5,2.5,1.9,Yes,No,Yes,Yes,No
7450790,Jesus Sanchez,67,Male,Hispanic,Low,Suburban,Republican,-2.3,-3.0,-1.3,Yes,Yes,Yes,No,Yes
64218296,Susan Miller,22,Female,White,Middle,Suburban,Independent,-0.5,-0.2,1.8,NA,NA,NA,No,Yes
26587735,Wu Feng,28,Male,Asian,Middle,Urban,Independent,0.3,-2.5,0.4,Yes,No,Yes,No,No
38274759,Mary Williams,27,Female,White,Middle,Rural,Democrat,2.5,3.0,2.0,Yes,No,Yes,No,Yes
3881228,Ji Jung,40,Female,Asian,Middle,Urban,Democrat,2.4,2.3,0.6,Yes,Yes,Yes,No,Yes
77683624,Rafael Perez,22,Male,Hispanic,Middle,Urban,Democrat,2.6,2.3,2.1,NA,NA,NA,Yes,No
21345771,Rafael Rodriguez,20,Male,Hispanic,Middle,Suburban,Democrat,2.6,1.3,2.3,NA,NA,NA,NA,No
49445075,Richard Williams,34,Male,White,High,Urban,Republican,-2.9,-2.5,-1.4,Yes,No,Yes,Yes,Yes
3421095,Patricia Smith,53,Female,White,Middle,Urban,Democrat,2.9,2.3,2.0,Yes,No,Yes,Yes,Yes
17567880,Latasha Johnson,63,Female,Black,Middle,Urban,Democrat,2.3,1.3,0.8,Yes,No,No,Yes,Yes
10801448,Sofia Rodriguez,55,Female,Hispanic,High,Rural,Democrat,2.5,2.2,0.7,Yes,Yes,Yes,Yes,Yes
51361820,Susan Jones,35,Female,White,High,Urban,Republican,-2.5,-2.9,-2.6,No,Yes,Yes,Yes,Yes
35273926,Karen Williams,49,Female,White,Middle,Urban,Democrat,3.0,2.6,1.1,Yes,Yes,Yes,No,Yes
12299109,Elizabeth Smith,47,Female,White,Middle,Urban,Democrat,2.7,1.9,1.6,Yes,Yes,Yes,Yes,Yes
68719422,James Smith,33,Male,White,Low,Urban,Republican,-2.8,-2.3,-1.9,Yes,No,Yes,No,No
71386850,John Jones,75,Male,White,High,Rural,Republican,-2.3,-2.2,-2.5,No,Yes,Yes,No,No
94415166,Linda Johnson,41,Female,White,Middle,Urban,Republican,-1.3,-3.0,-1.2,No,No,Yes,Yes,Yes
65321891,John Garcia,78,Male,White,Middle,Rural,Republican,-2.1,-3.0,-2.9,No,Yes,No,No,No
42552861,Robert Rodriguez,39,Male,White,Middle,Urban,Democrat,0.9,3.0,0.6,No,Yes,Yes,Yes,Yes
67842618,Joseph Rodriguez,65,Male,White,Middle,Urban,Republican,-3.0,-3.0,-2.2,No,No,Yes,Yes,Yes
18490947,Nancy Williams,63,Female,White,Middle,Urban,Republican,-1.7,-2.9,-1.5,Yes,Yes,No,Yes,Yes
16065605,Wang Mei,36,Female,Asian,Middle,Rural,Democrat,3.0,2.0,1.6,Yes,No,No,Yes,No
61786810,Robert Garcia,83,Male,White,Middle,Suburban,Republican,-1.5,-1.3,-2.9,Yes,Yes,Yes,Yes,Yes
36775608,John Garcia,51,Male,White,Low,Suburban,Democrat,2.8,2.9,3.0,Yes,Yes,Yes,No,No
18254549,Elizabeth Garcia,73,Female,White,Middle,Urban,Democrat,2.2,2.5,2.4,No,No,Yes,Yes,Yes
21410044,Richard Garcia,48,Male,White,Middle,Urban,Democrat,2.6,3.0,2.3,No,No,Yes,Yes,No
49053908,Nancy Rodriguez,38,Female,White,Low,Urban,Republican,-2.1,-1.6,-2.2,Yes,Yes,Yes,No,No
82265948,Michael Miller,26,Male,White,High,Urban,Republican,-2.9,-1.4,-2.5,NA,Yes,No,No,Yes
93158928,Patricia Rodriguez,20,Female,White,Low,Urban,Democrat,2.7,3.0,2.7,NA,NA,NA,NA,Yes
31124622,Mary Rodriguez,64,Female,White,Middle,Urban,Republican,-2.0,-2.6,-1.7,Yes,No,No,Yes,Yes
78188611,Jessica Williams,53,Female,White,Low,Urban,Republican,-1.1,-2.6,-1.2,Yes,No,Yes,No,No
80375025,Nancy Davis,39,Female,White,Low,Urban,Democrat,1.8,1.7,1.9,No,No,Yes,No,No
83857535,Joseph Garcia,30,Male,White,High,Suburban,Republican,-3.0,-2.2,-1.5,Yes,No,No,Yes,Yes
66444169,Nancy Williams,67,Female,White,Low,Urban,Democrat,2.6,0.9,1.5,No,No,Yes,Yes,No
16816709,Thomas Davis,87,Male,White,Middle,Urban,Republican,-1.1,-1.9,-2.1,Yes,Yes,Yes,No,Yes
87548057,James Jones,40,Male,White,High,Urban,Republican,-1.6,-2.1,-1.4,No,Yes,Yes,No,Yes
62228356,Mary Johnson,49,Female,White,Middle,Urban,Democrat,1.8,1.4,1.1,No,Yes,Yes,Yes,Yes
74532306,Joseph Garcia,78,Male,White,High,Urban,Republican,-2.0,-1.9,-1.8,Yes,No,No,No,Yes
32900498,Patricia Smith,25,Female,White,Low,Urban,Republican,-2.5,-2.8,-0.9,NA,No,Yes,No,Yes
35340352,Carlos Sanchez,88,Male,Hispanic,Middle,Urban,Democrat,2.3,2.1,1.4,Yes,Yes,No,No,Yes
69239750,Elizabeth Johnson,47,Female,White,Low,Rural,Republican,-2.0,-2.0,-1.6,Yes,Yes,Yes,No,Yes
11733859,Sofia Rodriguez,87,Female,Hispanic,Middle,Urban,Democrat,2.6,2.1,1.2,Yes,No,No,Yes,No
23739465,Tamika Moore,46,Female,Black,High,Suburban,Republican,-1.4,-2.0,-1.6,No,Yes,Yes,Yes,Yes
71525431,Jessica Williams,85,Female,White,High,Urban,Democrat,3.0,1.7,2.5,Yes,No,No,No,No
21416708,Sofia Lopez,54,Female,Hispanic,High,Urban,Republican,-2.0,-3.0,-1.0,Yes,No,No,No,Yes
81247683,Imani Jackson,89,Female,Black,Middle,Urban,Democrat,3.0,2.1,1.8,No,Yes,No,No,Yes
46328860,Linda Williams,48,Female,White,Middle,Urban,Democrat,2.4,2.6,2.7,No,No,Yes,No,Yes
72330849,Rosa Martinez,43,Female,Hispanic,High,Urban,Democrat,3.0,2.6,2.4,No,No,Yes,Yes,Yes
33710514,Darnell Moore,41,Male,Black,Middle,Urban,Democrat,2.6,1.9,1.5,Yes,Yes,No,No,No
90017406,Mary Johnson,20,Female,White,High,Urban,Republican,-1.5,-2.7,-2.0,NA,NA,NA,NA,Yes
25918411,Maria Martinez,55,Female,Hispanic,Middle,Urban,Democrat,2.0,2.2,1.4,Yes,No,No,No,No
87329643,Francisco Gonzalez,83,Male,Hispanic,Middle,Urban,Democrat,2.6,2.4,2.6,Yes,No,No,No,Yes
24533082,Sarah Jones,56,Female,White,Low,Urban,Democrat,1.9,1.9,1.9,Yes,Yes,No,Yes,Yes
66919854,Elena Torres,87,Female,Hispanic,Middle,Urban,Democrat,2.2,2.8,1.6,Yes,No,Yes,Yes,Yes
77524601,James Miller,90,Male,White,Middle,Suburban,Republican,-3.0,-2.6,-1.3,Yes,No,Yes,Yes,Yes
31561904,Patricia Garcia,21,Female,White,Low,Rural,Republican,-2.2,-3.0,-2.3,NA,NA,NA,No,No
71511444,Alejandro Gonzalez,76,Male,Hispanic,Middle,Urban,Democrat,1.0,1.1,1.5,Yes,No,Yes,Yes,No
15573786,Patricia Wilson,67,Female,White,Low,Urban,Democrat,2.7,2.2,2.0,Yes,No,Yes,Yes,No
93396100,Jose Torres,58,Male,Hispanic,Middle,Urban,Democrat,1.3,3.0,1.6,Yes,No,Yes,Yes,No
2862787,Isabel Ramirez,82,Female,Hispanic,High,Urban,Republican,-2.5,-2.3,-1.8,Yes,Yes,Yes,Yes,No
99169579,Juana Perez,61,Female,Hispanic,Low,Urban,Democrat,1.7,1.6,0.4,Yes,Yes,Yes,No,No
28051509,Mary Williams,59,Female,White,Middle,Suburban,Democrat,1.9,2.2,2.6,No,Yes,No,Yes,Yes
96477294,Na Kim,81,Female,Asian,Middle,Urban,Democrat,2.4,2.1,2.1,Yes,Yes,Yes,No,Yes
20937301,Nancy Davis,64,Female,White,Middle,Urban,Republican,-1.7,-3.0,-2.9,No,No,No,No,Yes
44481282,Karen Garcia,20,Female,White,Middle,Suburban,Republican,-1.8,-1.7,-3.0,NA,NA,NA,NA,No
1643345,Latasha Brown,82,Female,Black,Middle,Urban,Democrat,2.3,1.0,1.6,Yes,No,No,No,Yes
3533522,Keisha Jones,58,Female,Black,Middle,Rural,Republican,-1.9,-1.6,-2.6,No,No,Yes,No,Yes
67526085,Imani Anderson,37,Female,Black,Middle,Suburban,Democrat,2.8,1.7,2.3,Yes,Yes,No,No,Yes
50149491,Keisha Brown,67,Female,Black,Middle,Suburban,Democrat,2.1,2.3,1.7,Yes,Yes,Yes,No,No
8207931,William Wilson,88,Male,White,High,Urban,Democrat,1.6,1.0,1.4,No,No,No,Yes,No
3399327,Sofia Lopez,72,Female,Hispanic,Low,Urban,Democrat,2.6,1.9,2.2,Yes,Yes,Yes,Yes,Yes
53600355,John Wilson,80,Male,White,Middle,Urban,Republican,-3.0,-2.9,-1.2,Yes,No,Yes,Yes,No
29309292,Susan Miller,39,Female,White,Low,Urban,Republican,-1.5,-2.3,-2.3,Yes,No,No,No,Yes
49944505,Robert Brown,54,Male,White,High,Suburban,Republican,-2.0,-2.6,-2.0,Yes,No,No,Yes,Yes
54263896,John Rodriguez,69,Male,White,Middle,Rural,Republican,-3.0,-3.0,-2.0,No,No,Yes,Yes,No
24040721,Patricia Johnson,55,Female,White,High,Suburban,Republican,-2.3,-1.9,-1.4,No,Yes,No,No,No
72435857,Zhang Lan,82,Female,Asian,Middle,Urban,Independent,0.8,1.0,-0.1,No,No,Yes,No,Yes
3682833,Karen Miller,87,Female,White,Low,Urban,Democrat,2.2,2.2,1.4,Yes,Yes,Yes,No,Yes
8586626,Darnell Williams,69,Male,Black,Middle,Rural,Democrat,1.3,2.8,1.9,Yes,No,No,Yes,Yes
37009821,Susan Jones,90,Female,White,Middle,Rural,Democrat,2.2,1.8,1.9,Yes,Yes,No,No,Yes
62861565,Darnell Moore,39,Male,Black,Low,Rural,Democrat,1.5,1.3,2.0,Yes,No,No,No,No
11519479,Maya Choudhury,35,Female,Asian,Middle,Rural,Republican,-2.4,-1.3,-2.9,No,No,Yes,No,No
5517171,Thomas Miller,78,Male,White,Middle,Suburban,Republican,-2.3,-3.0,-1.4,Yes,No,Yes,No,Yes
88910475,David Garcia,56,Male,White,Middle,Rural,Republican,-2.4,-3.0,-1.0,Yes,No,Yes,Yes,Yes
70368208,Yang Lan,22,Female,Asian,Low,Urban,Democrat,2.1,1.6,2.7,NA,NA,NA,Yes,No
54994003,Sarah Rodriguez,82,Female,White,Middle,Urban,Republican,-2.5,-2.3,-2.6,No,No,Yes,No,Yes
19301597,Sarah Miller,48,Female,White,Low,Rural,Democrat,3.0,2.5,1.0,No,No,Yes,No,Yes
64684624,Linda Wilson,55,Female,White,Low,Suburban,Democrat,1.4,1.7,2.3,Yes,Yes,Yes,No,Yes
90261390,Joseph Williams,54,Male,White,High,Urban,Republican,-3.0,-1.3,-1.8,Yes,Yes,No,Yes,Yes
67608937,Jennifer Jones,72,Female,White,High,Rural,Republican,-2.5,-2.6,-1.6,Yes,No,Yes,Yes,Yes
51612148,John Wilson,47,Male,White,High,Urban,Republican,-2.8,-1.8,-2.2,Yes,Yes,Yes,No,Yes
82238709,Patricia Miller,90,Female,White,Middle,Rural,Republican,-2.2,-1.3,-2.7,Yes,Yes,No,No,No
25883597,Nancy Wilson,62,Female,White,Middle,Rural,Democrat,3.0,0.9,2.0,Yes,Yes,No,No,Yes
29285949,Charles Jones,40,Male,White,Low,Urban,Independent,-1.3,-1.1,0.2,Yes,No,Yes,Yes,No
97950742,Nia Williams,18,Female,Black,Middle,Suburban,Democrat,1.8,2.7,2.0,NA,NA,NA,NA,NA
32082844,DeShawn Taylor,70,Male,Black,Low,Rural,Democrat,1.5,2.2,2.4,Yes,Yes,Yes,No,Yes
36121896,Juana Lopez,51,Female,Hispanic,Low,Urban,Democrat,2.0,2.0,1.8,Yes,Yes,Yes,Yes,Yes
730356,Tyrone Jackson,72,Male,Black,Middle,Urban,Democrat,2.0,2.3,0.6,No,No,Yes,Yes,No
84470406,Karen Rodriguez,37,Female,White,Middle,Suburban,Democrat,2.2,2.5,1.2,Yes,No,No,Yes,No
88985930,Mi Lee,35,Female,Asian,Low,Urban,Democrat,2.0,3.0,1.3,No,No,Yes,Yes,Yes
35814164,Li Lei,65,Male,Asian,Middle,Urban,Republican,-1.9,-2.2,-2.1,Yes,Yes,Yes,Yes,Yes
30872254,Guadalupe Sanchez,83,Female,Hispanic,Middle,Suburban,Republican,-2.1,-1.1,-2.5,Yes,Yes,No,No,Yes
43712340,Jennifer Davis,30,Female,White,Low,Suburban,Republican,-2.4,-2.3,-2.5,Yes,Yes,Yes,Yes,Yes
28091954,Joseph Smith,60,Male,White,Middle,Rural,Republican,-1.7,-1.6,-2.8,Yes,No,Yes,No,No
16381546,Mary Wilson,43,Female,White,High,Suburban,Democrat,1.9,2.2,1.7,No,Yes,No,Yes,Yes
85126635,James Rodriguez,79,Male,White,Low,Urban,Democrat,2.1,0.5,0.8,Yes,Yes,Yes,Yes,Yes
6667702,Ana Rodriguez,75,Female,Hispanic,Middle,Urban,Democrat,1.9,1.9,1.5,No,No,Yes,Yes,Yes
94952721,Michael Miller,36,Male,White,High,Suburban,Republican,-3.0,-2.0,-1.5,No,No,No,No,No
31732101,Robert Jones,72,Male,White,Middle,Suburban,Democrat,2.2,2.9,2.3,No,No,Yes,No,No
50325636,Sofia Lopez,82,Female,Hispanic,Low,Suburban,Democrat,2.7,2.9,1.4,Yes,Yes,Yes,Yes,Yes
36133921,Yang Bin,69,Male,Asian,Low,Rural,Republican,-2.1,-1.9,-2.6,Yes,No,No,Yes,Yes
38353110,Aaliyah Taylor,55,Female,Black,Low,Rural,Democrat,2.5,2.2,0.3,Yes,Yes,Yes,No,Yes
49285582,William Smith,41,Male,White,Middle,Urban,Republican,-3.0,-2.9,-2.1,Yes,No,No,Yes,No
12812641,Jessica Garcia,46,Female,White,Low,Rural,Democrat,3.0,2.1,2.6,No,No,Yes,Yes,Yes
77241991,Jessica Rodriguez,57,Female,White,High,Rural,Republican,-1.9,-2.8,-1.5,Yes,No,Yes,Yes,Yes
72302247,Thomas Johnson,48,Male,White,High,Suburban,Republican,-2.6,-2.2,-3.0,Yes,No,Yes,Yes,Yes
33946412,John Johnson,71,Male,White,Low,Suburban,Republican,-3.0,-3.0,-1.6,Yes,Yes,No,Yes,Yes
45723008,Charles Miller,76,Male,White,Middle,Rural,Republican,-1.8,-1.7,-2.0,Yes,No,Yes,Yes,Yes
57370422,Aaliyah Brown,62,Female,Black,Middle,Suburban,Republican,-2.5,-2.3,-1.9,Yes,Yes,Yes,No,Yes
93381771,Joseph Johnson,55,Male,White,Middle,Urban,Democrat,2.1,2.0,1.9,Yes,Yes,Yes,Yes,Yes
65565083,John Williams,28,Male,White,Low,Suburban,Republican,-1.3,-1.4,-1.5,No,No,No,No,Yes
99832761,James Jones,73,Male,White,Low,Urban,Republican,-3.0,-2.2,-2.3,No,Yes,No,Yes,Yes
42368590,Juan Garcia,35,Male,Hispanic,Middle,Suburban,Republican,-1.3,-3.0,-3.0,Yes,No,Yes,No,No
25492850,Patricia Johnson,40,Female,White,Middle,Urban,Democrat,2.0,2.4,0.1,No,No,Yes,No,Yes
51056458,Joseph Wilson,20,Male,White,Middle,Urban,Republican,-2.6,-2.7,-2.1,NA,NA,NA,NA,Yes
40623421,Linda Wilson,63,Female,White,Middle,Urban,Democrat,2.2,2.0,0.6,Yes,Yes,No,Yes,Yes
32257334,Rosa Rodriguez,63,Female,Hispanic,Middle,Urban,Democrat,2.7,2.2,1.7,No,No,Yes,Yes,Yes
31964433,James Johnson,29,Male,White,High,Urban,Republican,-3.0,-2.5,-2.5,Yes,No,No,No,No
1703520,Tamika Wilson,25,Female,Black,Middle,Urban,Democrat,1.5,2.7,1.4,NA,Yes,No,No,Yes
96533587,Liu Li,78,Female,Asian,Middle,Suburban,Democrat,2.5,1.8,1.5,Yes,Yes,Yes,Yes,No
46684917,Jesus Perez,23,Male,Hispanic,Middle,Urban,Democrat,1.5,2.2,2.3,NA,NA,Yes,Yes,Yes
85896139,Thomas Brown,29,Male,White,Middle,Suburban,Republican,-3.0,-2.6,-2.1,Yes,No,Yes,Yes,No
7460915,Michael Brown,39,Male,White,Middle,Suburban,Republican,-2.9,-2.4,-1.7,No,No,No,Yes,Yes
71289414,Richard Jones,72,Male,White,Middle,Urban,Republican,-2.5,-1.9,-2.2,Yes,No,Yes,No,Yes
83459383,Robert Rodriguez,61,Male,White,Middle,Urban,Republican,-1.0,-2.4,-1.6,No,Yes,Yes,Yes,No
37937200,David Smith,66,Male,White,Middle,Urban,Democrat,1.6,3.0,1.9,No,No,No,No,Yes
63851349,James Jones,89,Male,White,Middle,Rural,Republican,-3.0,-1.7,-2.1,No,Yes,Yes,Yes,No
48838178,Ana Martinez,58,Female,Hispanic,Middle,Suburban,Democrat,1.6,1.1,1.5,Yes,No,Yes,No,No
72167100,David Johnson,30,Male,White,Low,Suburban,Democrat,0.7,3.0,1.9,No,Yes,Yes,Yes,Yes
81083372,Zhao Jian,45,Male,Asian,High,Urban,Republican,-2.5,-2.1,-3.0,Yes,No,No,No,Yes
36326045,Rosa Lopez,38,Female,Hispanic,Middle,Rural,Republican,-2.2,-2.3,-2.3,Yes,No,Yes,No,Yes
85550184,Michael Smith,25,Male,White,Middle,Rural,Republican,-2.3,-2.1,-1.5,NA,No,Yes,Yes,Yes
86708557,Liu Yang,27,Male,Asian,Middle,Urban,Democrat,2.2,1.9,1.3,Yes,Yes,Yes,No,No
7187808,Young Choi,86,Male,Asian,Middle,Rural,Republican,-1.5,-2.6,-2.4,No,No,Yes,No,Yes
8518392,William Johnson,44,Male,White,Middle,Urban,Democrat,1.4,2.5,1.9,Yes,Yes,Yes,No,Yes
77133834,Vihaan Mehta,45,Male,Asian,Low,Rural,Republican,-1.1,-2.2,-2.8,No,Yes,Yes,Yes,Yes
83962630,Alejandro Sanchez,19,Male,Hispanic,Middle,Urban,Republican,-2.4,-2.9,-2.2,NA,NA,NA,NA,Yes
65024588,David Williams,88,Male,White,Middle,Rural,Republican,-2.7,-2.1,-2.4,Yes,No,No,Yes,No
52281259,Robert Garcia,89,Male,White,Middle,Urban,Independent,-0.1,0.4,-0.1,Yes,No,Yes,No,Yes
28973636,Joseph Brown,48,Male,White,Middle,Urban,Democrat,1.2,1.9,1.9,Yes,No,Yes,Yes,Yes
33628583,Elizabeth Miller,48,Female,White,High,Urban,Republican,-2.5,-2.5,-1.5,Yes,Yes,Yes,No,Yes
92478522,Keisha Williams,55,Female,Black,High,Suburban,Republican,-2.3,-1.8,-1.7,Yes,No,Yes,No,Yes
96756677,Jessica Davis,25,Female,White,Middle,Suburban,Republican,-2.2,-1.6,-2.9,NA,Yes,No,Yes,Yes
64467134,Elizabeth Rodriguez,89,Female,White,Middle,Rural,Republican,-1.8,-2.8,-1.3,No,Yes,Yes,No,Yes
63774747,Susan Brown,22,Female,White,Middle,Urban,Democrat,1.6,3.0,1.3,NA,NA,NA,No,Yes
54984041,Jose Lopez,67,Male,Hispanic,Middle,Urban,Democrat,1.7,2.7,1.4,Yes,Yes,Yes,Yes,Yes
44231143,Teresa Sanchez,66,Female,Hispanic,Low,Urban,Democrat,2.1,2.6,2.2,Yes,No,Yes,Yes,Yes
87444702,DeShawn Jones,23,Male,Black,Low,Suburban,Democrat,1.7,2.9,0.6,NA,NA,No,No,No
83932171,David Miller,68,Male,White,High,Urban,Republican,-3.0,-2.0,-0.3,No,Yes,No,No,No
75811808,Susan Smith,27,Female,White,Middle,Rural,Republican,-2.0,-1.5,-2.5,No,Yes,No,No,No
12310739,William Garcia,71,Male,White,High,Suburban,Democrat,1.9,2.4,0.8,Yes,No,No,No,Yes
45463031,Sunita Banerjee,34,Female,Asian,Middle,Urban,Democrat,3.0,2.1,0.7,Yes,Yes,Yes,Yes,Yes
12954991,Karen Johnson,74,Female,White,Low,Rural,Democrat,2.1,1.5,1.7,Yes,No,Yes,No,Yes
10334230,Elena Lopez,60,Female,Hispanic,Low,Urban,Republican,-1.9,-1.9,-1.8,Yes,No,Yes,Yes,No
78887470,Michael Garcia,47,Male,White,Middle,Suburban,Republican,-2.3,-1.9,-1.2,Yes,Yes,Yes,No,No
7657470,Susan Jones,33,Female,White,High,Rural,Republican,-1.6,-2.9,-1.5,No,No,Yes,No,Yes
73284680,Robert Smith,65,Male,White,Middle,Urban,Democrat,1.0,3.0,1.4,Yes,No,Yes,No,Yes
68078148,Michael Wilson,63,Male,White,High,Suburban,Republican,-1.1,-2.2,-1.9,Yes,Yes,Yes,Yes,No
48188961,Linda Jones,80,Female,White,Low,Urban,Republican,-1.8,-3.0,-1.4,Yes,Yes,Yes,No,No
85387606,Luis Sanchez,89,Male,Hispanic,Middle,Rural,Independent,-1.3,-0.5,1.0,Yes,No,Yes,No,Yes
65498639,Elena Gonzalez,81,Female,Hispanic,High,Urban,Republican,-2.0,-2.5,-1.7,No,No,Yes,No,No
28087211,Michael Jones,32,Male,White,Middle,Urban,Republican,-2.7,-3.0,-2.0,Yes,Yes,No,No,Yes
34048997,Jessica Davis,59,Female,White,High,Suburban,Republican,-1.7,-2.9,-1.3,Yes,Yes,No,No,No
75471867,Zhang Mei,27,Female,Asian,Middle,Rural,Independent,3.0,-0.8,0.6,Yes,Yes,Yes,Yes,Yes
17147253,Sarah Miller,68,Female,White,Middle,Suburban,Democrat,1.7,2.0,2.8,Yes,No,Yes,Yes,Yes
25316180,William Miller,22,Male,White,Middle,Suburban,Republican,-1.8,-3.0,-2.5,NA,NA,NA,No,Yes
57619213,Antonio Gonzalez,40,Male,Hispanic,High,Urban,Independent,0.1,-0.9,0.8,Yes,No,Yes,No,Yes
57764418,Ji Lee,18,Female,Asian,Middle,Suburban,Democrat,2.0,2.4,0.8,NA,NA,NA,NA,NA
93887246,Tamika Johnson,63,Female,Black,Low,Rural,Democrat,3.0,3.0,1.9,No,Yes,No,No,Yes
13751323,Robert Davis,25,Male,White,High,Suburban,Republican,-2.9,-2.6,-2.1,NA,No,No,No,No
47593048,James Miller,46,Male,White,Middle,Urban,Democrat,0.4,1.8,2.6,Yes,No,Yes,No,No
49900067,William Wilson,75,Male,White,Low,Rural,Republican,-2.3,-2.1,-2.0,No,Yes,Yes,No,Yes
82927121,Chen Yong,41,Male,Asian,Middle,Suburban,Republican,-2.3,-2.0,-2.8,No,Yes,Yes,No,Yes
91639376,Robert Garcia,57,Male,White,Middle,Urban,Republican,-2.8,-1.8,-0.9,No,Yes,Yes,No,Yes
66729763,Shanice Davis,21,Female,Black,Middle,Urban,Democrat,1.1,1.7,1.9,NA,NA,NA,No,No
46797679,Ebony Jackson,47,Female,Black,Low,Suburban,Democrat,2.0,1.8,2.5,No,Yes,Yes,No,Yes
9075284,Imani Wilson,65,Female,Black,Middle,Suburban,Democrat,2.4,3.0,2.6,Yes,Yes,Yes,No,No
40948186,Karen Jones,30,Female,White,Middle,Suburban,Republican,-2.2,-2.5,-1.5,Yes,Yes,Yes,No,Yes
31457901,John Johnson,27,Male,White,Low,Suburban,Republican,-3.0,-2.7,-2.3,Yes,No,No,No,No
43068809,Maria Sanchez,31,Female,Hispanic,Middle,Urban,Democrat,2.7,2.4,1.1,Yes,Yes,Yes,No,No
61913689,Jamal Jones,73,Male,Black,Low,Suburban,Democrat,2.2,1.5,2.0,Yes,No,No,No,No
17518746,Tamika Moore,44,Female,Black,Middle,Suburban,Democrat,2.4,1.8,2.1,Yes,No,Yes,No,No
53229922,Latasha Davis,75,Female,Black,High,Urban,Republican,-0.8,-2.6,-1.9,Yes,Yes,Yes,Yes,Yes
36622848,Yang Xin,48,Male,Asian,High,Suburban,Republican,-3.0,-2.7,-1.4,No,Yes,Yes,Yes,Yes
47869130,Carlos Perez,80,Male,Hispanic,Middle,Urban,Independent,0.6,0.4,0.2,Yes,Yes,Yes,No,Yes
98985379,Michael Davis,79,Male,White,Middle,Rural,Republican,-2.6,-1.7,-1.7,No,Yes,Yes,No,Yes
40567331,Marcus Brown,69,Male,Black,Middle,Urban,Democrat,1.3,2.1,1.3,No,Yes,Yes,Yes,Yes
31518148,Keisha Brown,62,Female,Black,Middle,Suburban,Democrat,2.7,2.6,1.7,No,Yes,Yes,No,No
61606246,Charles Garcia,27,Male,White,Middle,Rural,Republican,-2.0,-1.9,-1.3,No,No,No,Yes,Yes
39304881,Joseph Wilson,64,Male,White,High,Urban,Republican,-0.3,-2.2,-2.7,No,Yes,Yes,Yes,Yes
73466667,Mary Miller,28,Female,White,Middle,Suburban,Democrat,2.6,2.3,2.0,No,Yes,No,Yes,No
37425186,Robert Johnson,74,Male,White,High,Rural,Republican,-2.6,-2.5,-1.4,No,Yes,Yes,No,No
29872893,Amit Mehta,50,Male,Asian,Middle,Urban,Independent,-1.8,-0.1,1.3,Yes,Yes,Yes,Yes,No
13548209,Jennifer Williams,69,Female,White,Middle,Urban,Democrat,2.0,1.2,1.0,Yes,No,No,No,Yes
65667395,Nia Anderson,79,Female,Black,Low,Urban,Democrat,2.1,2.0,2.3,No,No,Yes,Yes,Yes
95130593,Susan Johnson,89,Female,White,Middle,Suburban,Democrat,3.0,2.2,1.4,Yes,No,No,Yes,Yes
98857609,Rosa Martinez,84,Female,Hispanic,Middle,Urban,Democrat,2.9,2.2,0.4,No,Yes,Yes,Yes,Yes
62687920,Linda Johnson,83,Female,White,Low,Urban,Republican,-1.3,-2.1,-1.7,No,Yes,Yes,No,Yes
31578989,Charles Miller,19,Male,White,Middle,Urban,Republican,-0.5,-2.5,-1.9,NA,NA,NA,NA,Yes
14395077,Susan Davis,50,Female,White,Low,Rural,Democrat,2.3,2.3,1.7,Yes,Yes,Yes,Yes,Yes
57013668,Jennifer Davis,45,Female,White,High,Suburban,Republican,-1.2,-3.0,-2.4,Yes,No,No,No,No
79688297,Nancy Miller,67,Female,White,Low,Suburban,Democrat,1.9,0.6,1.9,Yes,No,Yes,Yes,No
26509711,Robert Smith,73,Male,White,High,Rural,Republican,-2.4,-3.0,-1.8,Yes,Yes,Yes,Yes,Yes
11590102,Ebony Williams,37,Female,Black,Low,Urban,Republican,-1.3,-3.0,-2.1,Yes,No,Yes,Yes,Yes
39673288,Marcus Davis,18,Male,Black,Low,Suburban,Democrat,2.2,1.5,1.3,NA,NA,NA,NA,NA
62273025,Luis Sanchez,73,Male,Hispanic,Low,Suburban,Democrat,2.5,2.3,1.5,Yes,Yes,Yes,Yes,Yes
63573639,Terrell Williams,60,Male,Black,High,Urban,Republican,-2.3,-2.5,-1.7,Yes,Yes,Yes,Yes,Yes
